apotheke,apotheke_plz,apotheke_stadt,name,bezeichnung,genetik,thc,cbd,preis_pro_gramm,verfuegbarkeit,produkt_url
420brokkoli,33100,Paderborn,Jungl' Cake,Remexian 33/1 MTL JUC,Hybrid Sativa Dominant,33%,<1%,"6,49 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/remexian_33_1_mtl_juc-jungl_cake?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Magic Gum Drops,420 Evolution 27/1 CA MGD,Hybrid Indica Dominant,27%,1%,"6,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/420_evolution_27_1_ca_mgd-magic_gum_drops?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Apples & Bananas,IUVO 30/1 SQ,Hybrid,30%,1%,"7,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/iuvo_sq_29_1-apples_bananas?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Orange Cake,LOT 420 OC,Hybrid Indica Dominant,26%,<1%,"8,44 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/lot-420-oc-orange-cake?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Miracle Alien Mintz,enua 30/1 AT2 CA MAM,Hybrid,30%,1%,"5,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/enua_30_1_at2_ca_mam-miracle_alien_mintz?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Mac 1,N!CE 24/1 Mac 1,Hybrid Indica Dominant,24%,1%,"4,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/n_ce_24_1_mac_1-mac_1?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Orange Kush Cake,Remexian 30/1 JOI OKC,Hybrid,30%,1%,"5,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/remexian_30_1_joi_okc-orange_kush_cake?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Super Lemon Haze,30/1 Amici SLH,Hybrid Sativa Dominant,30%,1%,"5,90 €/g",NEU,https://greenmedical.health/de/cannabis/flower/30_1_amici_slh-super_lemon_haze?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Glueberry OG,Wildlife 24 GB CAN,Hybrid,24%,1%,"3,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/wildlife_24_gb_can-glueberry_og?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Diablo’s Dream,Cresco RST 33/1,Hybrid Indica Dominant,33%,1%,"6,99 €/g",NEU,https://greenmedical.health/de/cannabis/flower/cresco_rst_33_1-diablo_s_dream?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Pineapple God,Huala 30/1 CA POG,Hybrid Sativa Dominant,30%,1%,"4,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/huala_30_1_ca_pog-midnight?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Snow Lotus,LIT 31/1 SNW,Hybrid Sativa Dominant,31%,1%,"4,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/lit_31_1_snw-snow_lotus?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Modified Grapes,Remexian 27/1 CRF MG,Hybrid Indica Dominant,27%,1%,"4,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/remexian_27_1_crf_mg-modified_grapes?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Blue Z,Bathera 23/1 BZ,Hybrid Indica Dominant,23%,1%,"6,99 €/g",NEU,https://greenmedical.health/de/cannabis/flower/bathera_23_1_bz-blue_z?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Gorilla Glue 4,IMC THC27 T03 GG4,Indica,27%,<1%,"4,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/imc-thc27-t03-gg4-gorilla-glue-4?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Animal Crackers,Wildlife 30 AC CAN,Hybrid Indica Dominant,30%,1%,"4,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/wildlife_30_ac_can-animal_crackers?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Maluti CBD,Cannabis flos 1/14 LS Ku.,Hybrid Indica Dominant,1%,14%,"7,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/canify_cannabis_flos_1_14_ls_ku-maluti_cbd?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Grape Yogurt,Remexian 27/1 GJY GRY,Hybrid,27%,1%,"5,49 €/g",NEU,https://greenmedical.health/de/cannabis/flower/remexian_27_1_gjy_gry-grape_yogurt?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Amnesia Haze Cake,AVAAY 28/1 AHC,Hybrid,28%,1%,"8,49 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/avaay_28_1_ahc-amnesia_haze_cake?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Jack Herer,Remexian 21/1 TCG JCK,Hybrid Sativa Dominant,21%,1%,"4,49 €/g",NEU,https://greenmedical.health/de/cannabis/flower/remexian_21_1_tcg_jck-jack_herer?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Glitterbomb x Rainbow Cheddar,Remexian 26/1 CRF GBRC,Hybrid Indica Dominant,26%,1%,"4,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/remexian_26_1_crf_gbrc-glitterbomb_x_rainbow_cheddar?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Frosted Gumbo,Remexian 32/1 CRF FG,Hybrid Indica Dominant,32%,1%,"5,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/remexian_32_1_crf_fg-frosted_gumbo?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Needle Point,Coyote Valley 20/1 NP,Hybrid,20%,1%,"3,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/coyote_valley_20_1_np-needle_point?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Jet Fuel Gelato,enua 27/1 PS3 JFG CA,Hybrid,27%,1%,"5,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/enua_27_1_ps3_jfg_ca-jet_fuel_gelato?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Jungle Fumes,enua 30/1 JGF,Hybrid Sativa Dominant,30%,<1%,"5,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/enua_30_1_jgf-jungle_fumes?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Hindu Kush,IMC THC22 T01,Indica,22%,<1%,"5,95 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/imc-thc22-t01-hindu-kush?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Vanilla Cake,N!CE 26/1 VC,Hybrid Sativa Dominant,26%,1%,"5,94 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/n_ce_26_1_vc-vanilla_cake?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Sour Cheat Code,Wildlife 32 CC CAN,Hybrid,32%,1%,"5,49 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/wildlife_32_cc_can-sour_cheat_code?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Kush Mint,N!CE 27/1 KM,Hybrid Indica Dominant,27%,1%,"5,70 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/n_ce_27_1_km-kush_mint?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Big Purple Dragon,Weeco 26/1,Hybrid,26%,1%,"4,49 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/weeco_26_1-big_purple_dragon?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Frozen Lemon Mints,420 Evolution 30/1 FLM CA,Sativa,30%,<1%,"7,49 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/420_evolution_30_1_flm_ca-frozen_lemon_mints?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Black Lime,N!CE 29/1 BL,Hybrid,29%,1%,"4,49 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/n_ce_29_1_bl-black_lime?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Black Cherry Punch,THC AKUT MG 24 BCP,Hybrid Indica Dominant,24%,1%,"4,74 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/thc_akut_mg_24_bcp-black_cherry_punch?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Gorilla Glue,420 Natural 25/1 CA GG4,Hybrid,25%,<1%,"6,49 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/420-natural-25-1-ca-gg4-gorilla-glue?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Tropical Meltdown,enua 30/1 TPM CA,Hybrid,30%,1%,"5,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/enua_30_1_tpm_ca-tropical_meltdown?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Roma,IMC RO THC25,Hybrid Indica Dominant,25%,1%,"3,99 €/g",NEU,https://greenmedical.health/de/cannabis/flower/imc_ro_thc25-roma?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Blueberry Bananas,Vasco x Cipher BB 28/1,Hybrid Indica Dominant,28%,1%,"10,49 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/vasco_x_cipher_bb_28_1_blueberry_banana-blueberry_bananas?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Super Lemon Haze,Cannamedical Sativa Forte,Hybrid,24%,0.1%,"6,66 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/cannamedical_sativa_forte-oz_kush_x_coffin_candy?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Jungle Fumes,enua 33/1 JGF,Hybrid Sativa Dominant,33%,<1%,"5,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/enua_33_1_jgf-jungle_fumes?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Glitter Bomb,MGF GBO 26/1,Hybrid Indica Dominant,26%,1%,"4,69 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/mgf_gbo_26_1-glitter_bomb?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Triangle Octane,Remexian 28/1 CRF TO,Hybrid Indica Dominant,28%,1%,"4,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/remexian_28_1_crf_to-triangle_octane?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Cosmic Candy,Remexian 33/1 GJY CCA,Hybrid,33%,1%,"6,99 €/g",NEU,https://greenmedical.health/de/cannabis/flower/remexian_33_1_gjy_cca-cosmic_candy?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Strawberry Haze,Slouu 22/1 AGM CA SBH,Hybrid,22%,1%,"4,49 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/slouu_22_1_agm_ca_sbh-strawberry_haze?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Kali Lime Pie,Coyote Valley 24/1 KLP,Hybrid,24%,1%,"4,49 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/coyote_valley_24_1_klp-kali_lime_pie?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Outdoor OG Kush,IMC OOG THC28,Hybrid Indica Dominant,28%,<1%,"4,49 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/imc_oog_thc28-outdoor_og_kush?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Hawaiian Rain,Cookies 2.0 Hawaiian Rain 28/1 CAN,Hybrid,28%,1%,"7,49 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/cookies_2_0_hawaiian_rain_28_1_can-hawaiian_rain?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Frosted Lemon Angel,Weeco 27/1 FLA,Hybrid,27%,1%,"5,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/weeco_27_1_fla-frosted_lemon_angel?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Basotho Even,Canify Cannabis flos 10/12 LS Ku.,Hybrid,10%,12%,"7,49 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/canify_cannabis_flos_10_12_ls_ku_-basotho_even?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Blue Lobster,enua 27/1 Blue L CA,Hybrid Indica Dominant,27%,1%,"8,49 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/enua_27_1_blue_l_ca-berry_artic_gelato?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Holy Mints,Huala 20/1 CA HOM,Hybrid Indica Dominant,20%,1%,"4,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/huala_20_1_ca_hom-holy_mints?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,White Widow,AMP Classic 18/1,Hybrid,18%,<1%,"4,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/amp-classic-18-1-white-widow?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Cinderella Mintz,Buuo 30/1 CNM,Hybrid,30%,1%,"5,44 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/buuo_30_1_cnm-cinderella_mintz?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Medellin,Cookies 26/1 MD,Indica,26%,1%,"6,94 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/cookies_26_1_md-medellin?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Garlic Budder,madrecan 27/1 GB9,Hybrid,27%,<1%,"4,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/madrecan_27_1_gb9-garlic_budder?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,White Walker,N!CE 25/1 WW,Hybrid,25%,1%,"5,49 €/g",NEU,https://greenmedical.health/de/cannabis/flower/n_ce_25_1_ww-white_walker?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Ozark,N!CE 30/1 OZK,Hybrid Sativa Dominant,30%,1%,"4,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/n_ce_30_1_ozk-ozark?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Siggis Holunderblüte,Siggis HBLT 22:01,Hybrid Indica Dominant,22%,1%,"8,49 €/g",NEU,https://greenmedical.health/de/cannabis/flower/siggis_hblt_22_01-siggis_holunderbluete?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Frosted Boof,Upstate 26/1 FB,Hybrid,26%,1%,"5,89 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/upstate_26_1_fb-frosted_boof?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Humboldt Poundcake,Upstate 26/1 HP,Hybrid,26%,1%,"4,49 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/upstate_26_1_hp-humboldt_poundcake?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,RS11,187 Cannabisflower RS11 THC 25,Hybrid Indica Dominant,25%,1%,"5,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/187_cannabisflower_rs11_thc_25-rs11?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Super Lemon G,420 Balanced Basic PT SLG,Sativa,5.6%,6.8%,"6,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/420_balanced_basic_pt_slg-super_lemon_g?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Double Z,Nimbus easy 20/1,Hybrid,20%,1%,"3,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/nimbus_easy_20_1-double_z?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Wedding Tree,Cannamedical Sativa Forte NM - Wedding Tree,Hybrid,24%,1%,"9,52 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/cannamedical-sativa-forte-nm-wedding-tree-wedding-tree?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Biscotti,187 Cannabisflower BSCT THC22,Hybrid Indica Dominant,22%,1%,"5,59 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/187_cannabisflower_bsct_thc22-biscotti?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Phantasia Purp,187 Cannabisflower PPP THC22,Hybrid Indica Dominant,22%,1%,"4,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/187_cannabisflower_ppp_thc22-phantasia_purp?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Gelato OG,CherryCo 23/01 GOG-K,Hybrid Indica Dominant,23%,1%,"4,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/cherryco_23_01_gog_k-gelato_og?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Banana Runtz,CRQSH BNTZ 30/1,Hybrid Indica Dominant,30%,1%,"7,98 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/crqsh_bntz_30_1-banana_runtz?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Forbidden Punch,187 Cannabisflower FPB THC25,Hybrid Indica Dominant,25%,1%,"6,49 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/187_cannabisflower_fpb_thc25-forbidden_punch?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Phantasia Purp,187 Cannabisflower PPP THC22 classics,Hybrid Indica Dominant,22%,1%,"4,79 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/187_cannabisflower_ppp_thc22_classics-phantasia_purp?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Ultra Coconut,ADREX Dank Craft 28 UC CAN,Hybrid Sativa Dominant,28%,1%,"4,79 €/g",NEU,https://greenmedical.health/de/cannabis/flower/adrex_dank_craft_28_uc_can-ultra_coconut?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Khalifa Mints,AVAAY Khalifa 28/1 KM,Hybrid Sativa Dominant,28%,1%,"9,49 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/avaay_khalifa_28_1_km-khalifa_mints?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
420brokkoli,33100,Paderborn,Gas Monkey,CRQSH GKY 30/1,Hybrid Indica Dominant,30%,1%,"7,98 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/crqsh_gky_30_1-gas_monkey?deliveryTarget=cGhhcm1hY3k6fDo5MGFjZWYyZi1lYjU3LTQ5MDQtOGEzMS0xMTQyYTAwZGQyZDI%3D#reviews
