apotheke,apotheke_plz,apotheke_stadt,name,bezeichnung,genetik,thc,cbd,preis_pro_gramm,verfuegbarkeit,produkt_url
Grüne Blüte,04416,Markkleeberg,Super Citra G,AVAAY 31/1 SCG,Hybrid,31%,<1%,"7,49 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/avaay_31_1_scg-super_citra_g_?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Sour Ape,Luana 24/1 APE,Hybrid,22%,1%,"5,79 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/luana_24_1_ape-sour_ape?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Waffle Bites,AVAAY Signature 26/1 WB,Indica,26%,<1%,"8,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/avaay_signature_26_1_wb-waffle_bites?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Cosmic Cream,Pedanios 31/1 COS-CA,Hybrid Indica Dominant,31%,<1%,"7,85 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/pedanios-31-1-cos-ca-cosmic-cream-34e1?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Electric Honeydew (EHD),Pedanios 26/1 EHD-CA,Sativa,26%,<1%,"6,89 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/pedanios-26-1-ehd-ca-electric-honeydew-ehd?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Space Rider,ZOIKS 31/1 SR,Hybrid Indica Dominant,31%,1%,"5,79 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/zoiks_31_1_sr-space_rider?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Sourdough,Pedanios 29/1 SRD-CA,Indica,29%,<1%,"6,29 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/pedanios-29-1-srd-ca-sourdough-srd?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Tangrini,ZOIKS 26/1 TG,Hybrid Sativa Dominant,26%,1%,"4,59 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/zoiks_26_1_tg-tangrini?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Tubitti Frubitti,TANNENBUSCH 31/1 TF,Hybrid Indica Dominant,31%,<1%,"5,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/tannenbusch_31_1_tf-tubitti_frubitti?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Polar Cookies,Cannamedical Sativa Ultra NM,Hybrid Sativa Dominant,29.7%,<1%,"8,28 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/cannamedical-sativa-ultra-nm-polar-cookies-fa5c?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Chemango Kush,Pedanios 28/1 CMK-CA,Hybrid Indica Dominant,28%,1%,"6,95 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/pedanios_28_1_cmk_ca-chemango_kush?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Siggis Pfefferminze,Siggis PMNZ 28:01,Hybrid,28%,1%,"8,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/siggis_pmnz_28_01-siggis_pfefferminze?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Blue Lobster,Vasco x Cipher BL,Hybrid Indica Dominant,23.4%,<1%,"9,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/vasco_x_cipher_bl-blue_lobster?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Tangrini,ZOIKS 22/1 TG,Hybrid Sativa Dominant,24%,1%,"4,34 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/zoiks_22_1_tg-tangrini?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Bunatic,Luana 27/1 Donny B,Indica,27%,1%,"5,49 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/luana_27_1_donny_b-bunatic?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Wedding Cake x Jet Fuel Gelato,Demecan Core Saxonia 28:1,Hybrid Indica Dominant,28%,<1%,"6,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/demecan_core_saxonia_28_01-wedding_cake_x_jet_fuel_gelato?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Peechy Keen,Demecan CRAFT Luna 31:1,Hybrid Indica Dominant,30.1%,<1%,"9,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/demecan_craft_luna_31_1-peechy_keen?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Golden Goat,Demecan Core Golden Horizon 30:01,Hybrid Sativa Dominant,30%,1%,"7,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/demecan_core_golden_horizon_30_01-golden_goat?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Hawaiian Rain x Permanent Marker,Demecan CRAFT Cali 29:1,Hybrid Indica Dominant,29%,1%,"8,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/demecan_craft_cali_29_01-hawaiian_rain_x_permanent_marker?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Point Breeze,AVAAY Khalifa 28/1 PB,Hybrid Indica Dominant,28%,1%,"9,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/avaay_khalifa_28_1_pb-point_breeze?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Gossip Gun,Avaay Signature 31/1 GOG,Hybrid Indica Dominant,31%,1%,"7,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/avaay_signature_31_1_gog-gossip_gun?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Midnight Lotus,Cannamedical CRAFT 28/1 Lotus,Hybrid,25.2%,1%,"8,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/cannamedical_craft_28_1_lotus-pucker_up?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Sugar Cake,Demecan CRAFT Walkie Talkie 27:1,Hybrid Indica Dominant,27%,<1%,"8,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/demecan_craft_walkie_talkie_27_01-sugar_cake?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Medellin,Origine Nature MED 32/1,Hybrid,32%,1%,"6,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/origine_nature_med_32_1-medellin?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Purps Crystal Breath,enua 33/1 PCB CA,Hybrid Indica Dominant,33%,1%,"6,29 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/enua_33_1_pcb_ca-purps_crystal_breath?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Nothern Lime Pie,enua 33/1 NLP CA,Hybrid,33%,1%,"7,49 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/enua_33_1_nlp_ca-nothern_lime_pie?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Alien Mints,Huala 30/1 CA ALM,Hybrid Indica Dominant,30%,1%,"5,79 €/g",NEU,https://greenmedical.health/de/cannabis/flower/huala_30_1_ca_alm-alien_mints?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Girl Scout Cookies,Luana 20/1 GSC,Hybrid,20%,1%,"4,88 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/luana_20_1_gsc-girl_scout_cookies?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Jokerz #31 x Gastro Pop,Demecan CRAFT Tigerz Eye 31:1,Hybrid,31%,1%,"9,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/demecan_craft_tigerz_eye_31_1-jokerz_31_x_gastro_pop?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Sky Berry Kush,Cannamedical Indica Forte DK,Hybrid Indica Dominant,24%,1%,"5,39 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/cannamedical_indica_forte_dk-sky_berry_kush?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Pineapple Cherry Punch,enua 30/1 PS3 CA PCP,Hybrid,30%,1%,"6,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/enua_30_1_ps3_ca_pcp-pineapple_cherry_punch?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Blueberry Yum Yum,AVAAY Signature 23/1 BYY,Hybrid Indica Dominant,23%,1%,"8,78 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/avaay_signature_23_1_byy-blueberry_yum_yum?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Afghan Bubba Kush,Cannamedical Hybrid Ultimate SF,Hybrid,33%,1%,"8,39 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/cannamedical_hybrid_ultimate_sf-afghan_bubba_kush?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Rainbow Pavé,Legend's RP 34/1,Hybrid Sativa Dominant,34%,1%,"7,99 €/g",NEU,https://greenmedical.health/de/cannabis/flower/legend_s_rp_34_1-rainbow_pav_?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Miracle Alien Cookies (MAC),MAC 1+,Hybrid,25.8%,1%,"6,39 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/mac_1_-miracle_alien_cookies?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Gelato OG Kush,Demecan CRAFT Electron 31:1,Hybrid,31%,1%,"9,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/demecan_craft_electron_31_1-gelato_og_kush?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,C47,TRUU PS 24:1,Hybrid,24%,1%,"4,95 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/truu_ps_24_01-c47?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,98 Aloha White Widow x Trainwreck,Demecan CRAFT Aloha 31:1,Hybrid Sativa Dominant,31%,1%,"9,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/demecan_craft_aloha_31_1-98_aloha_white_widow_x_trainwreck?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Modified Gas,Green Karat MG 29/1,Hybrid,29%,1%,"6,89 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/green_karat_mg_29_1-modified_gas?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Pink Slurricane,High Greens PS 30/1,Hybrid Indica Dominant,30%,1%,"6,39 €/g",NEU,https://greenmedical.health/de/cannabis/flower/high_green_ps_30_1-pink_slurricane?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Permanent Midnight,Bathera 20/1 PMM,Hybrid,20%,1%,"6,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/bathera_20_1_pmm-permanent_midnight?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Pavé X Gastro Pop,Demecan CRAFT Rocket 31:1,Hybrid,34%,<1%,"9,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/demecan_craft_rocket_31_01-pav_x_gastro_pop?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Bling Blaow,420 Compound 30/1 CA BBW,Hybrid Indica Dominant,30%,<1%,"7,29 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/420_compound_30_1_ca_bbw-bling_blaow?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Alien Mints,Huala 27/1 CA ALM,Hybrid Indica Dominant,27%,1%,"5,49 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/huala_27_1_ca_alm-alien_mints?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Sunset Sherbet,enua 33/1 SF4 CA SSS,Hybrid,33%,1%,"7,49 €/g",NEU,https://greenmedical.health/de/cannabis/flower/enua_33_1_sf4_ca_sss-sunset_sherbet?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Tricho Jordan,GrowMotion TJ27,Hybrid Indica Dominant,27%,1%,"9,78 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/growmotion_tj27-star_struck?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Bashengo,Luana Electric 24/1,Indica,22%,1%,"5,49 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/luana_electric_24_1-bashengo?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Super Boof,gramz. 001 SB 25/1,Hybrid,25%,1%,"7,29 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/gramz_001_sb_25_1-super_boof?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Pavé Runtz,Vasco PR 27/1,Hybrid Indica Dominant,27%,<1%,"7,25 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/vasco_pr_27_1-pav_runtz?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Black Cherry Punch,Cannamedical Indica classic ZAF,Hybrid Indica Dominant,20.4%,<1%,"5,29 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/cannamedical-indica-classic-zaf-black-cherry-punch?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,LA Kush Cake,Cannamedical Indica Forte AU LKC,Hybrid Indica Dominant,24%,1%,"6,45 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/cannamedical_indica_forte_au_lkc-la_kush_cake?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Dosi Bow,Luana 24/1 Driver,Hybrid Indica Dominant,24%,1%,"5,79 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/luana_24_1_driver-dosi_bow?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Mo´s Sunset,AVAAY 22/1 MOS,Hybrid,22%,1%,"5,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/avaay_22_1_mos-mo_s_sunset?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Blueberry Bananas,Vasco x Cipher BB 28/1,Hybrid Indica Dominant,28%,1%,"10,49 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/vasco_x_cipher_bb_28_1_blueberry_banana-blueberry_bananas?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Purple Punch x Jungle Cake,Demecan CRAFT D-Jungle 31:1,Hybrid Indica Dominant,31%,1%,"9,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/demecan_craft_d_jungle_31_01-purple_punch_x_jungle_cake?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Afina,Bedrocan Forte 25/1,Hybrid,25%,<1%,"9,28 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/bedrocan_forte_25_1-afina?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Hash Burger,A+ Kineo CRAFT No.1 30/1,Hybrid,30%,1%,"6,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/a_kineo_craft_no_1_30_1-hash_burger?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Permanent Marker,Bava Med 27/1 BLA-GA,Hybrid,27%,1%,"5,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/bava_med_27_1_bla_ga-permanent_marker?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Garlic Z,Slouu 27/1 GLZ CA,Hybrid,27%,1%,"5,99 €/g",NEU,https://greenmedical.health/de/cannabis/flower/slouu_27_1_glz_ca-garlic_z?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,First Class Funk,Demecan CRAFT FCF 30:1,Hybrid Indica Dominant,30%,1%,"9,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/demecan_craft_fcf_30_1-first_class_funk?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,OG Kush,Cannamedical CM 24/1,Hybrid Sativa Dominant,24%,1%,"6,49 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/cannamedical_cm_24_1-og_kush?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Cereal Milk,Demecan Core Echo 23:1,Hybrid,23%,1%,"4,59 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/demecan_core_echo_23_1-cereal_milk?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Strawberry Guava,Greenseal 33/1 SGU,Hybrid Indica Dominant,33%,1%,"7,49 €/g",NEU,https://greenmedical.health/de/cannabis/flower/greenseal_33_1_sgu-strawberry_guava?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Hokuzai,aleph Red 27/1,Hybrid,28%,<1%,"8,49 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/aleph_red_27_1-hokuzai?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Minty Cookies,enua 33/1 PS3 CA MYC,Hybrid,33%,1%,"6,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/enua_33_1_ps3_ca_myc-minty_cookies?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Mango Kush,aleph Amber 26/1,Indica,28%,<1%,"6,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/aleph-amber-26-1-mango-kush?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Siggis Holunderblüte,Siggis HBLT 22:01,Hybrid Indica Dominant,22%,1%,"8,49 €/g",NEU,https://greenmedical.health/de/cannabis/flower/siggis_hblt_22_01-siggis_holunderbluete?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Humboldt Poundcake,Upstate 26/1 HP,Hybrid,26%,1%,"4,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/upstate_26_1_hp-humboldt_poundcake?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Hokuzai,aleph Red 30/1,Hybrid,30%,<1%,"8,49 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/aleph_red_30_1-hokuzai?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
Grüne Blüte,04416,Markkleeberg,Game Over #4,Demecan CRAFT GO 26:1,Hybrid Sativa Dominant,26%,1%,"8,99 €/g",Auf Lager,https://greenmedical.health/de/cannabis/flower/demecan_craft_go_26_1-game_over_4?deliveryTarget=cGhhcm1hY3k6fDpiNGJkZGNjNS1kYzQxLTQ5ZDgtODdkZi0xNGEwM2Q1NjFiMzI%3D#reviews
